Source,Target
Moataz Nasr,Monash University Museum of Art
Raafat Ishak,Monash University Museum of Art
Nadia Ayari,Monica DeCardenas
Raqs Media Collective,Monica Narula
Seigen Ono,Monte Carlo
David Spriggs,Montreal Museum of Fine Arts
Milica Tomić,Monument Group
Nadia Ayari,Monya Rowe
Hesam Rahmanian,MOP
Niyaz-Azadikhah,MOP
Hrair Sarkissian,Mori Art Museum
Jananne Al-Ani,Mori Art Museum
Lamia Joreige,Mori Art Museum
mounir fatmi,Mori Art Museum
Shilpa Gupta,Mori Art Museum
Ahmed Mater,Mori Museum of Art
Tarek Atoui,Mort Aux
Gulnara Kasmalieva,Moscow Academy of Fine Arts
Muratbek Djumaliev,Moscow Academy of Fine Arts
"Basir Mahmood ",Moscow International
Taus Makhacheva,Moscow Museum of Modern Art
Meriç Algün Ringborg,MOSTYN
Ala Ebtekar,Movers & Shakers
Ziad Antar,Mozart
Seigen Ono,Mr. Lawrence
Hani Alireza,MTV
Noma Omran,Muhammad Qadri
Hanan Abdullah Bahamdan,Muhammad Sabri
Fred Eerdekens,MuHKA
Fred Eerdekens,MUHKA
Fred Eerdekens,MuHKA Contemporary Art Museum
Gulnara Kasmalieva,Mukhina Academy of Art
Muratbek Djumaliev,Mukhina Academy of Art
Valia Fetisov,Multimedia Art Museum
Gulnara Kasmalieva,Muratbek Djumaliev
Gulnara Kasmalieva,MUSAC
Mona Marzouk,MUSAC
Muratbek Djumaliev,MUSAC
Yuko Hasegawa,MUSAC
Melik Ohanian,Musée
Zineb Sedira,Musée
Nil Yalter,Musée de l’Homme
Melik Ohanian,Musée National
Reem Al Ghaith,Musée National
Zineb Sedira,Musée National
Amina Menia,Musée national d’art moderne et contemporain
Jessica Mein,Museo
Liliana Porter,Museo
Carlos  Amorales,Museo Amparo
Meriç Algün Ringborg,Museo de Arte de Zapopan
Eduardo Terrazas,Museo del Palacio de Bellas Artes
Hrair Sarkissian,Museo del Palacio de Bellas Artes
Bae Young-whan,Museo Tamayo
Hala Elkoussy,Museo Tamayo
Jessica Mein,Museo Tamayo
Liliana Porter,Museo Tamayo
Nevin Aladag,Museo Tamayo
Yonamine,Museu
José Luis Martinat,Museu da Cidade
Nika Oblak,Museu da Cidade
Primož Novak,Museu da Cidade
Yonamine,Museu da Cidade
Adrian Paci,Museum Folkwang
mounir fatmi,Museum Kunst Palast
Elias Zayat,Museum of Applied Arts
mentalKLINIK,Museum of Applied Arts
Rashid Masharawi,Museum of Applied Arts
Hala Elkoussy,Museum of Art
Matt Saunders,Museum of Art
Pouran-Jinchi,Museum of Art
Mouna Karray,Museum of Contemporary
Adel Abidin,Museum of Contemporary Art
Ala Ebtekar,Museum of Contemporary Art
Anawana Haloba,Museum of Contemporary Art
"Angelica Mesiti ",Museum of Contemporary Art
Ayşe Erkmen,Museum of Contemporary Art
Carsten Höller,Museum of Contemporary Art
Eugenio Dittborn,Museum of Contemporary Art
Fred Eerdekens,Museum of Contemporary Art
Gulnara Kasmalieva,Museum of Contemporary Art
Jane & Louise Wilson,Museum of Contemporary Art
João Vasco Paiva,Museum of Contemporary Art
Marcel Odenbach,Museum of Contemporary Art
Meriç Algün Ringborg,Museum of Contemporary Art
Mohamed Ali Fadlabi,Museum of Contemporary Art
Mona Hatoum,Museum of Contemporary Art
Monir Shahroudy Farmanfarmaian,Museum of Contemporary Art
Muratbek Djumaliev,Museum of Contemporary Art
Nevin Aladag,Museum of Contemporary Art
Nikolaj Bendix,Museum of Contemporary Art
Runa Islam,Museum of Contemporary Art
Ryoji Ikeda,Museum of Contemporary Art
Sama Alshaibi,Museum of Contemporary Art
Shahzia Sikander,Museum of Contemporary Art
Sherin Guirguis,Museum of Contemporary Art
Simon Fujiwara,Museum of Contemporary Art
Simryn Gill,Museum of Contemporary Art
Yuko Hasegawa,Museum of Contemporary Art
Anri Sala,Museum of Contemporary Art Detroit
Jesper Just,Museum of Contemporary Art Detroit
Yuko Hasegawa,Museum of Contemporary Art Tokyo
Wafaa Bilal,Museum of Contemporary Photography Chicago
Pouran-Jinchi,Museum of Fine Arts
Yang Shaobin,Museum of Fine Arts
Pouran-Jinchi,Museum of Fine Arts Houston
Golnaz Fathi,Museum of Islamic Art
Ahmed Mater,Museum of Islamic Art (Doha)
Alfredo Jaar,Museum of Memory
Bjørn Melhus,Museum of Modern Art
Elizabeth Peyton,Museum of Modern Art
Eugenio Dittborn,Museum of Modern Art
Fred Eerdekens,Museum of Modern Art
Jananne Al-Ani,Museum of Modern Art
Jane & Louise Wilson,Museum of Modern Art
Karin Sander,Museum of Modern Art
Liliana Porter,Museum of Modern Art
Liu Wei,Museum of Modern Art
Maha Maamoun,Museum of Modern Art
Maider López,Museum of Modern Art
Mario Rizzi,Museum of Modern Art
Michael Rakowitz,Museum of Modern Art
Monir Shahroudy Farmanfarmaian,Museum of Modern Art
Nikolaj Bendix,Museum of Modern Art
Nil Yalter,Museum of Modern Art
Rashid Masharawi,Museum of Modern Art
Runa Islam,Museum of Modern Art
Shahzia Sikander,Museum of Modern Art
Sharif Waked,Museum of Modern Art
Solange Farkas,Museum of Modern Art
Steve Reinke,Museum of Modern Art
"SUPERFLEX ",Museum of Modern Art
Susan Hefuna,Museum of Modern Art
Thomas Demand,Museum of Modern Art
Valia Fetisov,Museum of Modern Art
Wang Jianwei,Museum of Modern Art
Yang Fudong,Museum of Modern Art
Yu-ichi Inoue,Museum of Modern Art
Yuko Hasegawa,Museum of Modern Art
Jessica Mein,Museum of Modern Art (New York)
Yto Barrada,Museum of Modern Art Oxford
Derek Ogbourne,Museum of Optography
Hu Xiangqian,Museum of the Central Academy
Firoz Mahmud,Music
Fumito Urabe,Music
Hiroyuki Masuyama,Music
Rania Moudaress,Music
Derek Ogbourne,Muswell Press
Rasha Salti,Myrtle Winter Chaumeny
Nastaran Safaei,Naghshe Kowsar Art School
Fumito Urabe,Nagoya University of Arts
Rabih Mroué,Nancy Wished
Adele Ne Jame,Naomi Shihab
Anri Sala,National Academy
Jayce Salloum,National and International
Leila Pazooki,National Art Academy
Sophie Ernst,National Art Gallery
Mario Rizzi,National Centre
Taus Makhacheva,National Centre
Aisha Khalid,National College of Arts
Hamra Abbas,National College of Arts
Shahzia Sikander,National College of Arts
Imran Qureshi,National College of Lahore
Younès Rahmoun,National Fine Arts Institute
Mariam Ghani,National Gallery
Ravi Agarwal,National Gallery
Susan Hefuna,National Gallery
Yang Shaobin,National Gallery
Andreas Gursky,National Gallery of Victoria
Raafat Ishak,National Gallery of Victoria
Bijoy Jain,National Museum
Kassab Bachi,National Museum
Nevin Aladag,National Museum
Yu-ichi Inoue,National Museum
Gulnara Kasmalieva,National Museum Cardiff
Muratbek Djumaliev,National Museum Cardiff
Anri Sala,National Museum of Art
Sharif Waked,National Museum of Bahrain
Amina Menia,National Museum of Carthage
Hala Elkoussy,National Museum of Carthage
Yang Fudong,National Museum of Contemporary Art
Youssef Abdelkė,National Museum of Kuwait
Ismaïl Bahri,National Museum of Mali
David Spriggs,National Museum of Quebec
Bahar Behbahani,National Museum of Women
Nil Yalter,National Museum of Women
Yazid Oulab,National School of Fine Arts
Érik Bullot,National School of Photography
Érik Bullot,National Studio
Bae Young-whan,National Taiwan Museum of Fine Arts
Melissa Chimera,Native Hawaiian Plant Society
Melissa Chimera,Natural Resources Management
Oraib Toukan,Nayruz Holdings
Hamra Abbas,NCA Gallery
Liliana Porter,NEA Regional
Rasheed Araeen,NED University
Ahmed Mater,Nelson-Atkins Museum of Art
Burak Arikan,Neuberger Museum of Art
Daniel Garcia,New
Jane & Louise Wilson,Newcastle Polytechnic
Nika Oblak,New European Media
Primož Novak,New European Media
João Vasco Paiva,New Media
Valia Fetisov,New Media
"Apichatpong Weerasethakul ",New Museum
Bae Young-whan,New Museum
CAMP,New Museum
Carsten Höller,New Museum
Elizabeth Peyton,New Museum
Eungie Joo,New Museum
Haris Epaminonda,New Museum
"Haroon Mirza ",New Museum
Kazuyo Sejima,New Museum
Lee Kit,New Museum
Rayyane Tabet,New Museum
Shilpa Gupta,New Museum
Sophia Al Maria,New Museum
Susan Hefuna,New Museum
Tarek Atoui,New Museum
Ziad Antar,New Museum
Hans Haacke,New Museum of Contemporary Art
Mona Hatoum,New Museum of Contemporary Art
Aras Özgün,New School
Ahmed El Attar,Newsweek
Walid Raad,New York Cooper Union
Liliana Porter,New York Foundation
Michael Rakowitz,New York Foundation
Fateh Moudarres,New York International
Mohamed Bourouissa,New York New Museum of Contemporary Art (United States)
Lawrence Weiner,New York Public School
Wafaa Bilal,New York Times
Daniel Garcia,New York University
Karim Aïnouz,New York University
Murtaza Vali,New York University
Trisha Donnelly,New York University
Wafaa Bilal,New York University
Abdullah Al Saadi,New York University Abu Dhabi
Nargess Hashemi,Neyshabour Institute
Ravi Agarwal,NGO Toxics
Alexander Markov,Nick Teplov
Shafic Abboud,Nicolas de Staël
Meriç Algün Ringborg,Nigel Prince
Eungie Joo,Night School
Primož Novak,Nika Oblak
Sean Gullette,Nikolai Kinski
Kazuyo Sejima,Nishizawa
David Douglas Duncan,Nobleman Faisal
Meriç Algün Ringborg,Nomas Foundation
Meriç Algün Ringborg,Non
Sahand Hesamiyan,Noor Exhibition
Farhad Ahrarnia,Northern Media School
Haig Aivazian,Northwestern University
Jalal Toufic,Northwestern University
Steve Reinke,Northwestern University
Fred Eerdekens,Norton
Lani Maestro,Nova Scotia College of Art
Heman Chong,NUS Museum
Raeda Saadeh,O.K Centre
Maha Al-Khalawi,Oasis Magazine
Noura Bouzo,Oasis Magazine
Talal Al-Zeid,Oasis Magazine
Akram Zaatari,Oberhausen Short Film Festival
Doris Bittar,Oceanside Museum
Pablo Lobato,O Desejo
Valeska Soares,O Grivo
Doa Aly,Okwui Enwezor
Mona Marzouk,Okwui Enwezor
Carsten Nicolai,Olaf Bender
David Douglas Duncan,Old Abdullah
Seigen Ono,Olive Tree
Abbas Kiarostami,Olive Trees
Saloua Raouda Choucair,Omar Onsi
Mustapha Benfodil,Omar Ouartilane
Youssef Nabil,Omar Sharif
Slavs and Tatars,Onestar Press
Almagul Menlibayeva,Open Society Institute Budapest
Hanan Abdullah Bahamdan,Opera
Sherif El Azma,Opera
Derek Ogbourne,Optography
Carlos  Amorales,Orange County Museum
Sherin Guirguis,Orange County Museum of Art
Noma Omran,Orléans Institute of Music
Hassan Massoudy,Osaka Museum
Ismaïl Bahri,Osaka Museum of History
Anawana Haloba,Oslo National Academy of the Arts
Mohamed Ali Fadlabi,Oslo National Academy of the Arts
Susan Hefuna,Osthaus Museum
Fayçal Baghriche,Outpost for Contemporary Art (Los Angeles
Firoz Mahmud,OZU Space
Melik Ohanian,Pablo Picasso
Hamra Abbas,Pacific Asia Museum
Ziad Antar,Palais
"Basim Magdy ",Palais de Tokyo
"Basir Mahmood ",Palais de Tokyo
Kader Attia,Palais de Tokyo
Laurent Grasso,Palais de Tokyo
Mohamed Bourouissa,Palais de Tokyo
Niyaz-Azadikhah,Palais de Tokyo
Panos Tsagaris,Palais de Tokyo
Saâdane Afif,Palais de Tokyo
Shohreh Mehran,Palais de Tokyo
Susan Hefuna,Palais de Tokyo
Ziad Antar,Palais de Tokyo
Zineb Sedira,Palais de Tokyo
Yu-ichi Inoue,Palais International
Ahmed Alsoudani,Palazzo Grassi
Ryoji Ikeda,Palazzo Grassi
Khalil Rabah,Palestine Airlines
Khaled Jarrar,Palestine Polytechnic University
Khaled Hourani,Palestinian Ministry of Culture
Khalil Rabah,Palestinian Museum of Natural History
Hesam Rahmanian,Paradise Row
Ayreen Anastas,Paraguay Press
Adel Abdessemed,Parasol Unit Foundation
Rania Moudaress,"Paris "
Ramin Haerizadeh,Paris Photo
Hans Haacke,Parliament
Yonamine,PARQ Magazine
Monir Shahroudy Farmanfarmaian,Parsons School of Design
Pascale Marthine Tayou,Pascal Marthin
Balufu Bakupa Kanyinda,Patrice Lumumba
Jem Cohen,Patti Smith
Yusef A. Lateef,Paul Chambers
Marwan Rechmaoui,Paul Klee
Nida Sinnokrot,Paul Robeson Fund
Andrei Ujică,Paul Virilio
Ramtin Zad,Payam Moasser Tehran School
Daniel Garcia,Pearl Award
Rania Attieh,Pearl Award
Doris Bittar,Pearl Divers
Melissa Chimera,Peggy Chun
Mounira Al Solh,Performance & Film Programme
Mona Hatoum,Peters
Samah Hijawi,Petersburg Project
Alexander Markov,Petersburg University of Culture
Simryn Gill,Petronas
Adele Ne Jame,Petronium Press
Mona Hatoum,Phaidon Press
Rayyane Tabet,Phaidon Press
Carlos  Amorales,Philadelphia Art Museum
Maha Maamoun,Philadelphia Museum of Art
Heman Chong,PHILIP
Agnes Janich,Photography
Luc Sante,Photography
Maha Maamoun,Photography
Mohamed Bourouissa,Photography
Yto Barrada,Photography
Shafic Abboud,Pierre Bonnard
Ahmed Alsoudani,Pinault Foundation
Yuko Hasegawa,Pinchuk Art Centre
Abdullah Nawawi,Plastic Art Committee
Mostafa Darehbaghi,Plastic Art School
Meriç Algün Ringborg,Point Centre
Noha Faoud Al-Ghalib,Polaroid
Rosalind Nashashibi,Pompidou Centre
Saâdane Afif,Pompidou Centre
Amina Menia,Pontevedra Bienal
Simryn Gill,Port Dickson
Harrell Fletcher,Portland State University
Simone Fattal,Post-Apollo Press
Abbas Akhavan,Power Plant
CAMP,Power Plant
Simon Fujiwara,Power Plant
Ayreen Anastas,Pratt Institute
Pouran-Jinchi,Pratt Institute
Valeska Soares,Pratt Institute
Doa Aly,Predrag Pajdic
Laurent Grasso,Prefix Institute of Contemporary Art
Sophie Ernst,Prince Bernhard Cultural Foundation
Emily Jacir,Prince Claus Award
Saâdane Afif,Prince Pierre
Kazuyo Sejima,Pritzker
Lara Favaretto,Proa Foundation
Iman Issa,Project Art Center
Adel Abdessemed,PS
Khaled Jarrar,Qalandiya
Khaled Jarrar,Qalandiya International
Ahmed Alsoudani,Qatar Museum
Zaman M Jassim,Qatif
Zaman M Jassim,Qatif Arts Group
Mouna Karray,Quai Branly Museum
Liliana Porter,Queens College
Almagul Menlibayeva,Queens Museum
Bahar Behbahani,Queens Museum
Rabih Mroué,Queens Museum of Art
Sohrab Mohebbi,Queens Museum of Art
Abdelfattah Kilito,Querelle des
Atfal Ahdath,Raed Yassin
Romeo Castellucci,Raffaello Sanzio
Hesam Rahmanian,Ramin Haerizadeh
Daniel Garcia,Rania Attieh
Lulwah Al-Homoud,Rashid Butt
"SUPERFLEX ",Rasmus Nielsen
Dirk Fleischmann,Real DMZ Project
Dirk Fleischmann,Real Estate
Yuko Hasegawa,Rebecca Horn
Hrair Sarkissian,Recontres Internationales de la Photographie d’Arles
Hamra Abbas,REDCAT
Amir H. Fallah,Redux Art Center
Murtaza Vali,Reena Saini
Meriç Algün Ringborg,Reflection & Imagination
Waheeda Malullah,Regional Institute
Matt Saunders,Renaissance Society
Ayreen Anastas,René Gabri
Waleed Alzuhair,Research & Publishing Company
Wafa Karsha,Research Centre
"Charwei Tsai ",Rhode Island School of Design
Lamia Joreige,Rhode Island School of Design
Nadia Ayari,Rhode Island School of Design
Shahzia Sikander,Rhode Island School of Design
Ziad Abillama,Rhode Island School of Design
Susan Hefuna,Rhona Hoffman Gallery
Marilou Lemmens,Richard Ibghy
Sulayman Al Bassam,Richard III
Melik Ohanian,Rich Mix
Ala Ebtekar,Richmond Art Center
Adele Ne Jame,Ridgeway Press
Mounir Al-Shaarani,Rietberq Museum
"Lúcia Koch ",Rio Grande
Abdulhalim Radwi,Riyadh Hewar
Abdullah Hammas,Riyadh Institute of Arts
Tintin Wulia,RMIT University
Nil Yalter,Robert College
Ana Torfs,Roberto Rossellini
Hesam Rahmanian,Robert Rauschenberg Foundation
Firoz Mahmud,Rochester Contemporary Art Center
Bill Meyers,Rockefeller Foundation
Nida Sinnokrot,Rockefeller Foundation
Julia Meltzer,Rockefeller Media
Valia Fetisov,Rodchenko School of Photography
Shafic Abboud,Roger Bissière
Kazuyo Sejima,Rolex Learning Center
Jane & Louise Wilson,Rolls-Royce
Ahmed Felemban,Rome Academy
Setareh Shahbazi,Rooseum
Ayman Baalbaki,Rosa Issa
Susan Hefuna,Rose Issa
Heman Chong,Rosemary Heather
Heman Chong,Rossi & Rossi
Jesper Just,"Royal "
Olafur Eliasson,"Royal "
"SUPERFLEX ","Royal "
Reza Aramesh,Royal Academy
Sharif Waked,Royal Academy
Haris Epaminonda,Royal College of Art
Heman Chong,Royal College of Art
Hesam Rahmanian,Royal College of Art
Idris Khan,Royal College of Art
Jananne Al-Ani,Royal College of Art
Runa Islam,Royal College of Art
Sheela Gowda,Royal College of Art
Taus Makhacheva,Royal College of Art
Sophie Ernst,Royal Geographical Society
Safeya Binzagr,Royal Geographic Society
Chai Siri,Royal Ground
Amina Menia,Royal Hibernian Academy
Meriç Algün Ringborg,Royal Institute of Art
Jayce Salloum,Royal Ontario Museum
Sulayman Al Bassam,Royal Shakespeare Company
Yto Barrada,Royal Turismo
Yusef A. Lateef,Roy Eldridge
Sirine Fattouh,Roy Sfeir Gallery
Sulayman Al Bassam,RSC
Ali Jabri,Rugby School
Sirine Fattouh,Running Horse Contemporary Art Space
Raeda Ashour,Rushmore University
Doris Bittar,Russell Sage Foundation
Alfredo Jaar,Rwanda Project
Sara Naim,Ryan McGinley
Leila Fatemi,Ryerson University
Carsten Nicolai,Ryoji Ikeda
Yuko Hasegawa,Ryoji Ikeda
Kazuyo Sejima,Ryue Nishizawa
Seigen Ono,Ryuichi
Seigen Ono,Ryuichi Sakamato
Abdelfattah Kilito,S. Hassan
Meriç Algün Ringborg,Sabanci University
Amnah Alireza,Safeya Binzagr
Lani Maestro,Saint Nicolas
Saloua Raouda Choucair,Saloua Raouda Choucair Foundation
Hrair Sarkissian,SALT Beyoglu
Solange Farkas,Salvador
Ahmad Angawi,Sami Angawi
Bae Young-whan,Samsung Museum of Art
Fred Eerdekens,Samuel Vanhoegaerden
Doris Bittar,San Diego Museum of Art
Juan Araujo,San Diego Museum of Art
Yazan Khalili,Sandi Hilal
Ala Ebtekar,San Francisco Art Institute
Hamra Abbas,San Francisco Art Institute
Harrell Fletcher,San Francisco Art Institute
Jayce Salloum,San Francisco Art Institute
Shahzia Sikander,San Francisco Art Institute
Shimabuku,San Francisco Art Institute
David Claerbout,San Francisco Museum of Modern Art
Graziella Rizkallah Toufic,San Francisco Museum of Modern Art
Idris Khan,San Francisco Museum of Modern Art
Karin Sander,San Francisco Museum of Modern Art
Simon Fujiwara,San Francisco Museum of Modern Art
Tiffany Chung,San Francisco Museum of Modern Art
Yto Barrada,San Francisco Museum of Modern Art
Valeska Soares,Santa Ursula
Almagul Menlibayeva,Santiago International
Abdullah Al Saadi,São Paulo Biennial
Jonathas de Andrade,São Paulo Biennial
Juan Araujo,São Paulo Biennial
Karim Aïnouz,São Paulo Biennial
Moataz Nasr,São Paulo Biennial
Yuk King Tan,São Paulo Biennial
Doa Aly,Sarat Maharaj
Meriç Algün Ringborg,Saskia Neuman
Samiah Khashoggi,Saudiaat
Ayman Mahawi,Saudiaat Art Association
Raeda Ashour,Saudiaat Art Group
Samiah Khashoggi,Saudiaat Art Group
Wafa Karsha,Saudiaat Art Group
Salwa Aleryani,Savannah College of Art and Design
Youssef Nabil,Savannah College of Art and Design (Savannah)
Yusef A. Lateef,Savoy
Yusef A. Lateef,Savoy Records
Érik Bullot,Sayat Nova
Setareh Shahbazi,Scenography and Media
Wael Shawky,Schering Foundation
Ayreen Anastas,School of Architecture
Reem Al Ghaith,School of Architecture and Design
Basma Al Sharif,School of Art
Cesar Meneghetti,School of Fine Arts
Raana-Farnoud,School of Fine Arts
Roberto Bellini,School of Fine Arts
Yazid Oulab,School of Fine Arts
Basma Al Sharif,School of the Art Institute of Chicago
"Haroon Mirza ",School of the Art Institute of Chicago
Lantian Xie,School of the Art Institute of Chicago
Wafaa Bilal,School of the Art Institute of Chicago
Raeda Ashour,School of Traditional Arts
Agnes Janich,School of Visual Arts
Elizabeth Peyton,School of Visual Arts
Mariam Ghani,School of Visual Arts
Sophie Ernst,School of Visual Arts
Zena el Khalil,School of Visual Arts
Érik Bullot,School of Visual Arts
Saddek Wasil,Sciences
Sherin Guirguis,Scottsdale Museum of Contemporary Art
Karin Sander,Sculpture
Shahzia Sikander,Sculpture
Valeska Soares,Sculpture
Karin Sander,Sculpture Project
Maider López,Sebastian
The Ministry for State Security (Ministerium für Staatssicherheit),SED
Sherin Guirguis,Selected Group
Moataz Nasr,Selma Feriani Gallery
Yuko Hasegawa,Seoul International Media
Andrei Ujică,Sergei Krikalyov
Solange Farkas,Sergio Motta
Wael Shawky,Serpentine
Wael Shawky,Serpentine Galleries
Amar Kanwar,Serpentine Gallery
Anri Sala,Serpentine Gallery
CAMP,Serpentine Gallery
Hans Haacke,Serpentine Gallery
Jane & Louise Wilson,Serpentine Gallery
Marwan Rechmaoui,Serpentine Gallery
N.S. Harsha,Serpentine Gallery
Olafur Eliasson,Serpentine Gallery
Rasheed Araeen,Serpentine Gallery
Ravi Agarwal,Serpentine Gallery
Runa Islam,Serpentine Gallery
Sheela Gowda,Serpentine Gallery
Shilpa Gupta,Serpentine Gallery
Susan Hefuna,Serpentine Gallery
Thomas Demand,Serpentine Gallery
Rayyane Tabet,Sfeir-Semler Gallery
Akram Zaatari,Sfeir-Semler Gallery Beirut
CAMP,Shaina Anand
Ayşe Erkmen,Shanghai Biennale
Jalal Toufic,Shanghai Biennale
Otobong Nkanga,Shanghai Biennale
Rasheed Araeen,Shanghai Biennale
Yang Fudong,Shanghai Biennale
Yuko Hasegawa,Shanghai Biennale
Zhang Hui,Shanghai Biennale
Doug Henders,Sharjah Art Foundation
Mario Rizzi,Sharjah Art Foundation
Murtaza Vali,Sharjah Art Foundation
Sharif Waked,Sharjah Art Foundation
Tarek Atoui,Sharjah Art Foundation
Wael Shawky,Sharjah Art Foundation
Zineb Sedira,Sharjah Art Foundation
Alberto Duman,Sharjah Art Museum
Amir H. Fallah,Sharjah Art Museum
Ebtisam Abdulaziz,Sharjah Art Museum
Hassan Massoudy,Sharjah Art Museum
Karin Sander,Sharjah Art Museum
Lawrence Weiner,Sharjah Art Museum
Mounir Al-Shaarani,Sharjah Art Museum
Sheela Gowda,Sharjah Art Museum
Abdullah Al Saadi,Sharjah Biennial
Adele Ne Jame,Sharjah Biennial
Agnes Janich,Sharjah Biennial
Ahmed El Attar,Sharjah Biennial
Ahmed Mater,Sharjah Biennial
Alberto Duman,Sharjah Biennial
Amir H. Fallah,Sharjah Biennial
Ana Vidigal,Sharjah Biennial
Anawana Haloba,Sharjah Biennial
Ayşe Erkmen,Sharjah Biennial
Bakr Sheikhoon,Sharjah Biennial
Basma Al Sharif,Sharjah Biennial
CAMP,Sharjah Biennial
Dan Brault,Sharjah Biennial
David Spriggs,Sharjah Biennial
Doris Bittar,Sharjah Biennial
Doug Henders,Sharjah Biennial
Elena Kovylina,Sharjah Biennial
Eugenio Dittborn,Sharjah Biennial
Eungie Joo,Sharjah Biennial
Fernando José Pereira,Sharjah Biennial
Firoz Mahmud,Sharjah Biennial
Giuseppe Moscatello,Sharjah Biennial
Gulnara Kasmalieva,Sharjah Biennial
Haig Aivazian,Sharjah Biennial
Hala Elkoussy,Sharjah Biennial
Hamra Abbas,Sharjah Biennial
Haris Epaminonda,Sharjah Biennial
Hayv Kahraman,Sharjah Biennial
Hiroyuki Masuyama,Sharjah Biennial
Jalal Toufic,Sharjah Biennial
Jane & Louise Wilson,Sharjah Biennial
Jawad Al Malhi,Sharjah Biennial
Jayce Salloum,Sharjah Biennial
"Jean-Luc Moulène ",Sharjah Biennial
José Luis Martinat,Sharjah Biennial
Juan Araujo,Sharjah Biennial
Karin Sander,Sharjah Biennial
Lamia Joreige,Sharjah Biennial
Lamya Gargash,Sharjah Biennial
Lani Maestro,Sharjah Biennial
Lara Favaretto,Sharjah Biennial
Laurent Grasso,Sharjah Biennial
Lawrence Weiner,Sharjah Biennial
Lili Dujourie,Sharjah Biennial
Liliana Porter,Sharjah Biennial
Maha Maamoun,Sharjah Biennial
Maider López,Sharjah Biennial
Marcel Odenbach,Sharjah Biennial
Mariam Ghani,Sharjah Biennial
Mario Rizzi,Sharjah Biennial
Marwan Rechmaoui,Sharjah Biennial
Melik Ohanian,Sharjah Biennial
Melissa Chimera,Sharjah Biennial
Michael Rakowitz,Sharjah Biennial
Moataz Nasr,Sharjah Biennial
Mona Hatoum,Sharjah Biennial
Mounira Al Solh,Sharjah Biennial
Muratbek Djumaliev,Sharjah Biennial
N.S. Harsha,Sharjah Biennial
Nida Sinnokrot,Sharjah Biennial
Nika Oblak,Sharjah Biennial
Nikolaj Bendix,Sharjah Biennial
Primož Novak,Sharjah Biennial
Raeda Saadeh,Sharjah Biennial
Rashid Masharawi,Sharjah Biennial
Reem Al Ghaith,Sharjah Biennial
Rula Halawani,Sharjah Biennial
Samira Badran,Sharjah Biennial
Sharif Waked,Sharjah Biennial
Sheela Gowda,Sharjah Biennial
Simryn Gill,Sharjah Biennial
Sophie Ernst,Sharjah Biennial
Suzanne Cotter,Sharjah Biennial
Tarek Atoui,Sharjah Biennial
Taysir Batniji,Sharjah Biennial
Valeska Soares,Sharjah Biennial
Waheeda Malullah,Sharjah Biennial
Yonamine,Sharjah Biennial
Youssef Abdelkė,Sharjah Biennial
Mounir Al-Shaarani,Shawqi Museum
Farhad Ahrarnia,Sheffield Hallam University
"Charwei Tsai ",Sherman Contemporary Art Foundation
Seigen Ono,Shiro Takatani
Ziad Dalloul,Shoman Foundation
Adele Ne Jame,Sierra Club
Mark Lombardi,Silent Partners
Rania Stephan,Simone Bitton
Jessica Mein,Simon Preston Gallery
Meriç Algün Ringborg,Simon Rees & Bärbel Vischer
"SUPERFLEX ",Simon Starling
Shinichiro Ogata,Simplicity
Yuko Hasegawa,Singapore Art Museum
Alfredo Aquilizan,Singapore Biennale
Faisal Samra,Singapore Biennale
Heman Chong,Singapore Biennale
Isabel Aquilizan,Singapore Biennale
N.S. Harsha,Singapore Biennale
"SUPERFLEX ",Singapore Biennale
Tiffany Chung,Singapore Biennale
Ana Torfs,Sint-Lukas University College of Art
Shilpa Gupta,Sir J. J. School
Nadia Ayari,Skowhegan School of Painting
Karim Aïnouz,Sky
Tony Chakar,Sky
Nikolaj Bendix,Skyum Larsen
Mona Hatoum,Slade School of Art
Derek Ogbourne,Slade School of Fine Art
Erkka Nissinen,Slade School of Fine Art
Nikolaj Bendix,Slade School of Fine Art
Rana Begum,Slade School of Fine Art
Sara Naim,Slade School of Fine Art
Mario Rizzi,Slade School of Fine Arts
Jessica Mein,Sliced Sky
Marcel Odenbach,Slought Foundation
Ayman Ramadan,Smart Museum of Art
The Ministry for State Security (Ministerium für Staatssicherheit),Socialist Unity Party of Germany
Aras Özgün,Social Research University
Fahd Al-Hijilan,Society of Culture
Ahmad Amin Nazar,Society of Painters
Solange Farkas,Solange Oliveira
"SUPERFLEX ",Sol LeWitt
Valeska Soares,Solomon Guggenheim Museum
Tom Molloy,Solstice Arts Centre
Nastaran Safaei,Sooreh University
Solange Farkas,Sophie Calle
Eungie Joo,Sora Kim
"Jean-Luc Moulène ",Sorbonne University
Yonamine,SOSO arte
Hanan Abdullah Bahamdan,Sotheby's
Rasheed Araeen,Southampton University
Andrei Ujică,Soviet Union
Derek Ogbourne,Space International
Pascal Hachem,Spatial Design
Fred Eerdekens,Spencer Brownstone
Ana Torfs,Sprengel Museum
Bjørn Melhus,Sprengel Museum Hanover
Sam Shalabi,Squint Fucker Press
Rasheed Araeen,St. Katherine
Hiroyuki Masuyama,Staatliches Museum Schwerin
Neda Razavipour,Stage Design
Ala Ebtekar,Stanford University
Ali Jabri,Stanford University
Wafaa Bilal,Stanford University
Eduard Puterbrot,State
Setareh Shahbazi,State Academy for Art and Design
