source,group,target,lat,long,
Nicky Nodjoumi,Organization,Arts,,,
Nicky Nodjoumi,Organization,Asia Society,,,
Nicky Nodjoumi,Organization,British Museum,,,
Nicky Nodjoumi,Organization,City College of New York,,,
Nicky Nodjoumi,Organization,Cleveland Institute of Art,,,
Nicky Nodjoumi,Organization,Depaul Art Museum,,,
Nicky Nodjoumi,Organization,Metropolitan Museum of Art,,,
Nicky Nodjoumi,Organization,National Museum of Cuba,,,
Nicky Nodjoumi,Organization,Tehran University of Fine Arts,,,
Nida Sinnokrot,Organization,Art,,,
