source,edgetype,target
Alfredo  Jaar,Organization,Human
Alfredo  Jaar,Location,Santiago
Alfredo  Jaar,Location,Chile
Alfredo  Jaar,Location,Kigali
Alfredo  Jaar,Location,Rwanda
Alfredo  Jaar,Date,1994
Alfredo  Jaar,Location,Berlin
Alfredo  Jaar,Date,2012
Alfredo  Jaar,Location,New York
Alfredo Aquilizan,Person,Alfredo Aquilizan
Alfredo Aquilizan,Address,http://www.sharjahart.org/people/people-by-alphabet/a/aquilizan-alfredo
Alfredo Aquilizan,Person,Alfredo Juan Aquilizan
Alfredo Aquilizan,Location,Cagayan Valley
Alfredo Aquilizan,Origin,
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Origin,
Alfredo Aquilizan,Location,Brisbane
Alfredo Aquilizan,Location,Australia
Alfredo Aquilizan,Organization,Anglia Polytechnic University
Alfredo Aquilizan,Location,Norwich
Alfredo Aquilizan,Location,UK
Alfredo Aquilizan,Date,1986
Alfredo Aquilizan,Origin,Philippine
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Person,Isabel Aquilizan
Alfredo Aquilizan,Date,1965
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Origin,
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Location,Brisbane
Alfredo Aquilizan,Organization,BCA
Alfredo Aquilizan,Organization,Assumption College
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Person,Alfredo Juan
Alfredo Aquilizan,Person,Isabel Aquilizan
Alfredo Aquilizan,Location,Australia
Alfredo Aquilizan,Date,1997
Alfredo Aquilizan,Date,2007
Alfredo Aquilizan,Date,2002
Alfredo Aquilizan,Organization,Cultural Center
Alfredo Aquilizan,Origin,
Alfredo Aquilizan,Location,Manila
Alfredo Aquilizan,Organization,Liverpool Biennial
Alfredo Aquilizan,Location,UK
Alfredo Aquilizan,Date,2012
Alfredo Aquilizan,Location,Asia
Alfredo Aquilizan,Location,Pacific
Alfredo Aquilizan,Location,Brisbane
Alfredo Aquilizan,Date,1999
Alfredo Aquilizan,Date,2009
Alfredo Aquilizan,Location,Dojima River
Alfredo Aquilizan,Organization,Biennale
Alfredo Aquilizan,Location,Osaka
Alfredo Aquilizan,Location,Japan
Alfredo Aquilizan,Date,2009
Alfredo Aquilizan,Organization,Singapore Biennale
Alfredo Aquilizan,Date,2008
Alfredo Aquilizan,Organization,Biennale of Sydney
Alfredo Aquilizan,Location,Australia
Alfredo Aquilizan,Date,2006
Alfredo Aquilizan,Organization,Gwangju Biennale
Alfredo Aquilizan,Location,South Korea
Alfredo Aquilizan,Date,2004
Alfredo Aquilizan,Organization,Venice Biennale
Alfredo Aquilizan,Location,Italy
Alfredo Aquilizan,Date,2003
Ali  Essafi,Person,Ali  Essafi
Ali  Essafi,Address,http://www.sharjahart.org/people/people-by-alphabet/e/essafi-ali
Ali  Essafi,Person,Ali Essafi
Ali  Essafi,Location,France
Ali  Essafi,Date,1997
Ali  Essafi,Origin,Moroccan
Ali  Essafi,Origin,French
Ali  Essafi,Location,Namur
Ali  Essafi,Person,Essafi
Ali  Essafi,Location,Morocco
Ali  Essafi,Person,Silence des
Ali  Essafi,Date,1998
Ali  Essafi,Location,Ouarzazate
Ali  Essafi,Date,2001
Ali  Essafi,Location,Morocco
Ali  Essafi,Date,2002
Ali  Essafi,Origin,Moroccan
Ali  Essafi,Location,Morocco
Ali  Essafi,Location,Brazil
Ali Jabri,Person,Ali Jabri
Ali Jabri,Address,http://www.sharjahart.org/people/people-by-alphabet/j/jabri-ali
Ali Jabri,Location,Jerusalem
Ali Jabri,Date,1942
Ali Jabri,Person,Ali Jabri
Ali Jabri,Location,Aleppo
Ali Jabri,Person,Jabri
Ali Jabri,Organization,Rugby School
Ali Jabri,Location,England
Ali Jabri,Organization,Stanford University
Ali Jabri,Location,California
Ali Jabri,Origin,English
Ali Jabri,Organization,Bristol University
Ali Jabri,Location,England
Ali Jabri,Date,1970
Ali Jabri,Date,1977
Ali Jabri,Location,Cairo
Ali Jabri,Date,1978
Ali Jabri,Person,Jabri
Ali Jabri,Location,Amman
Ali Jabri,Date,2002
Ali Jabri,Person,Jabri
Ali Jabri,Organization,Jabri Human Heritage Foundation
Ali Jabri,Location,Amman
Ali Jabri,Date,October 2010
Almagul Menlibayeva,Person,Almagul Menlibayeva
Almagul Menlibayeva,Address,http://www.sharjahart.org/people/people-by-alphabet/m/menlibayeva-almagul
Almagul Menlibayeva,Person,Almagul Menlibayeva
Almagul Menlibayeva,Organization,Sydney Biennial
Almagul Menlibayeva,Location,Venice
Almagul Menlibayeva,Location,Antwerp
Almagul Menlibayeva,Location,Belgium
Almagul Menlibayeva,Organization,Queens Museum
Almagul Menlibayeva,Location,New York
Almagul Menlibayeva,Person,Herbert F. Johnson
Almagul Menlibayeva,Location,Ithaca
Almagul Menlibayeva,Location,New York
Almagul Menlibayeva,Organization,Stenersen Museum
Almagul Menlibayeva,Location,Oslo
Almagul Menlibayeva,Organization,University of California
Almagul Menlibayeva,Location,San Diego
Almagul Menlibayeva,Person,del Chopo
Almagul Menlibayeva,Location,Mexico City
Almagul Menlibayeva,Person,Art Gallery
Almagul Menlibayeva,Person,Menlibayeva
Almagul Menlibayeva,Organization,Santiago International
Almagul Menlibayeva,Location,Chile
Almagul Menlibayeva,Location,Rotterdam
Almagul Menlibayeva,Organization,Open Society Institute Budapest
Almagul Menlibayeva,Person,Art
Almagul Menlibayeva,Person,Culture
Almagul Menlibayeva,Location,Kazakhstan
Almagul Menlibayeva,Location,Berlin
Amar Kanwar,Person,Amar Kanwar
Amar Kanwar,Address,http://www.sharjahart.org/people/people-by-alphabet/k/kanwar-amar
Amar Kanwar,Date,1964
Amar Kanwar,Location,New Delhi
Amar Kanwar,Location,New Delhi
Amar Kanwar,Location,New Delhi
Amar Kanwar,Person,Amar Kanwar
Amar Kanwar,Origin,Indian
Amar Kanwar,Person,Amar Kanwar
Amar Kanwar,Person,Kanwar
Amar Kanwar,Location,Switzerland
Amar Kanwar,Date,2012
Amar Kanwar,Organization,Stedelijk Museum
Amar Kanwar,Location,Amsterdam
Amar Kanwar,Location,the Netherlands
Amar Kanwar,Date,2008
Amar Kanwar,Location,Munich
Amar Kanwar,Location,Germany
Amar Kanwar,Date,2008
Amar Kanwar,Location,Whitechapel
Amar Kanwar,Location,London
Amar Kanwar,Location,UK
Amar Kanwar,Date,2007
Amar Kanwar,Organization,Documenta
Amar Kanwar,Location,Germany
Amar Kanwar,Date,2002
Amar Kanwar,Date,2007
Amar Kanwar,Date,2012
Amar Kanwar,Organization,Documenta
Amar Kanwar,Date,2002
Amar Kanwar,Organization,Documenta
Amar Kanwar,Date,2007
Amar Kanwar,Location,India
Amar Kanwar,Organization,Deutsche Guggenheim
Amar Kanwar,Location,Berlin
Amar Kanwar,Date,2010
Amar Kanwar,Origin,Indian
Amar Kanwar,Location,Highway
Amar Kanwar,Organization,Serpentine Gallery
Amar Kanwar,Location,London
Amar Kanwar,Date,2008
Amar Kanwar,Location,Munich
Amar Kanwar,Date,2008
Amar Kanwar,Person,Contemporary Art
Amar Kanwar,Location,Norway
Amina Menia,Person,Amina Menia
Amina Menia,Address,http://www.sharjahart.org/people/people-by-alphabet/m/menia-amina
Amina Menia,Date,1976
Amina Menia,Location,Algiers
Amina Menia,Location,Algiers
Amina Menia,Date,2001
Amina Menia,Person,des Beaux-
Amina Menia,Location,Algiers
Amina Menia,Person,Amina Menia
Amina Menia,Person,Menia
Amina Menia,Organization,Royal Hibernian Academy
Amina Menia,Location,Dublin
Amina Menia,Location,Ireland
Amina Menia,Date,2013
Amina Menia,Organization,National Museum of Carthage
Amina Menia,Location,Tunis
Amina Menia,Location,Tunisia
Amina Menia,Date,2012
Amina Menia,Location,Manchester
Amina Menia,Location,UK
Amina Menia,Date,2011
Amina Menia,Location,Algiers
Amina Menia,Date,2010
Amina Menia,Location,Spain
Amina Menia,Date,2008
Amino Belyamani,Person,Amino Belyamani
Amino Belyamani,Address,http://www.sharjahart.org/people/people-by-alphabet/b/belyamani-amino
Amino Belyamani,Location,Casablanca
Amino Belyamani,Person,Belyamani
Amino Belyamani,Location,France
Amino Belyamani,Location,France
Amino Belyamani,Person,Amino
Amino Belyamani,Origin,Moroccan
Amino Belyamani,Location,Ghana
Amino Belyamani,Person,Belyamani
Amino Belyamani,Person,Amino
Amino Belyamani,Person,Albert
Amino Belyamani,Location,Heath
Amino Belyamani,Person,Joe La
Amino Belyamani,Person,Darek Oles
Amino Belyamani,Person,Larry Koonse
Amino Belyamani,Person,Vinny Golia
Amino Belyamani,Person,Alfred Ladzekpo
Amino Belyamani,Person,Houman Pourmehdi
Amino Belyamani,Person,Hamid
Amino Belyamani,Person,Hassan Hakmoun
Amino Belyamani,Location,New York
Amir H. Fallah,Person,Amir H. Fallah
Amir H. Fallah,Address,http://www.sharjahart.org/people/people-by-alphabet/f/fallah-amir-h
Amir H. Fallah,Person,Amir H. Fallah
Amir H. Fallah,Date,1979
Amir H. Fallah,Location,Tehran
Amir H. Fallah,Location,Iran
Amir H. Fallah,Person,Fallah
Amir H. Fallah,Location,California
Amir H. Fallah,Organization,Sharjah Biennial
Amir H. Fallah,Person,Fallah
Amir H. Fallah,Date,2009
Amir H. Fallah,Organization,Sharjah Art Museum
Amir H. Fallah,Person,Fallah
Amir H. Fallah,Organization,Sharjah Biennial
Amir H. Fallah,Date,2009
Amir H. Fallah,Organization,Redux Art Center
Amir H. Fallah,Location,Charleston
Amir H. Fallah,Location,USA
Amir H. Fallah,Date,2008
Amir H. Fallah,Person,Fallah
Amir H. Fallah,Location,US
Amir H. Fallah,Person,Art Magazines
Amir H. Fallah,Date,2006
Amir H. Fallah,Location,Mexico
Amir H. Fallah,Date,2007
Amir H. Fallah,Person,Fallah
Amir H. Fallah,Organization,Maryland Institute College of Art
Amir H. Fallah,Location,Baltimore
Amir H. Fallah,Date,2002
Amir H. Fallah,Date,2005
Amir H. Fallah,Location,Los Angeles
Amir H. Fallah,Date,October 2010
Ammar  Al Attar,Person,Ammar  Al Attar
Ammar  Al Attar,Address,http://www.sharjahart.org/people/people-by-alphabet/a/al-attar-ammar
Ammar  Al Attar,Date,1981
Ammar  Al Attar,Location,Dubai
Ammar  Al Attar,Location,Ajman
Ammar  Al Attar,Location,UAE
Ammar  Al Attar,Date,2008
Ammar  Al Attar,Organization,University of Wollongong
Ammar  Al Attar,Location,Dubai
Ammar  Al Attar,Location,Dubai
Ammar  Al Attar,Person,Ammar Al Attar
Ammar  Al Attar,Location,United Arab Emirates
Ammar  Al Attar,Person,Al Attar
Ammar  Al Attar,Location,UAE
Ammar  Al Attar,Location,Greece
Ammar  Al Attar,Organization,Thessaloniki Museum
Ammar  Al Attar,Date,2011
Ammar  Al Attar,Date,2013
Ammar  Al Attar,Location,Dubai
Ammar  Al Attar,Organization,Delfina Foundation
Ammar  Al Attar,Location,London
Ammar  Al Attar,Location,UK
Ammar  Al Attar,Location,Dubai
Ammar  Al Attar,Organization,Culture
Ammar  Al Attar,Organization,Arts Authority
Ammar  Al Attar,Location,Dubai
Ammar  Bouras,Person,Ammar  Bouras
Ammar  Bouras,Address,http://www.sharjahart.org/people/people-by-alphabet/b/bouras-ammar
Ammar  Bouras,Date,1964
Ammar  Bouras,Person,Ammar Bouras
Ammar  Bouras,Person,des Beaux-
Ammar  Bouras,Location,Algiers
Ammar  Bouras,Location,Field
Ammar  Bouras,Date,the 1990s
Ammar  Bouras,Date,2003
Ammar  Bouras,Person,Christian Lecompte
Ammar  Bouras,Person,Bouras
Ammar  Bouras,Location,Algiers
Ana Torfs,Person,Ana Torfs
Ana Torfs,Address,http://www.sharjahart.org/people/people-by-alphabet/t/torfs-ana
Ana Torfs,Location,Brussels
Ana Torfs,Location,Belgium
Ana Torfs,Date,1990
Ana Torfs,Organization,Sint-Lukas University College of Art
Ana Torfs,Location,Brussels
Ana Torfs,Person,Ana Torfs
Ana Torfs,Person,Maurice Maeterlinck
Ana Torfs,Date,2004
Ana Torfs,Date,2006
Ana Torfs,Person,Roberto Rossellini
Ana Torfs,Date,2009
Ana Torfs,Date,2009
Ana Torfs,Date,2009
Ana Torfs,Date,2012
Ana Torfs,Person,Torfs
Ana Torfs,Organization,Generali Foundation
Ana Torfs,Location,Vienna
Ana Torfs,Location,Austria
Ana Torfs,Date,2010
Ana Torfs,Location,Düsseldorf
Ana Torfs,Location,Germany
Ana Torfs,Date,2010
Ana Torfs,Organization,Sprengel Museum
Ana Torfs,Location,Germany
Ana Torfs,Date,2008
Ana Torfs,Location,Brussels
Ana Torfs,Date,2007
Ana Torfs,Location,Berlin
Ana Torfs,Location,Germany
Ana Torfs,Date,2006
Ana Torfs,Location,Bremen
Ana Torfs,Location,Germany
Ana Torfs,Date,2006
Ana Torfs,Person,des Beaux-
Ana Torfs,Location,Brussels
Ana Torfs,Date,2000
Ana Torfs,Organization,Manifesta 
Ana Torfs,Location,Belgium
Ana Torfs,Date,2012
Ana Torfs,Date,2004
Ana Torfs,Organization,Dia Art Foundation
Ana Torfs,Location,New York
Ana Vidigal,Person,Ana Vidigal
Ana Vidigal,Address,http://www.sharjahart.org/people/people-by-alphabet/v/vidigal-ana
Ana Vidigal,Location,Portugal
Ana Vidigal,Person,Vidigal
Ana Vidigal,Person,hide
Ana Vidigal,Date,2009
Ana Vidigal,Organization,Sharjah Biennial
Ana Vidigal,Person,Vidigal
Ana Vidigal,Person,Arte Moderna
Ana Vidigal,Location,Lisbon
Ana Vidigal,Date,2010
Ana Vidigal,Location,Lisbon
Ana Vidigal,Date,2007
Ana Vidigal,Location,São Paulo
Ana Vidigal,Location,Brazil
Ana Vidigal,Date,2006
Ana Vidigal,Person,Vidigal
Ana Vidigal,Location,Superior
Ana Vidigal,Location,Lisboa
Ana Vidigal,Date,1984
Ana Vidigal,Date,1985-87
Ana Vidigal,Date,1999
Ana Vidigal,Person,Amadeo de Souza-
Ana Vidigal,Date,2003
Ana Vidigal,Person,Vidigal
Ana Vidigal,Location,Lisbon
Ana Vidigal,Location,Portugal
Ana Vidigal,Date,1960
Ana Vidigal,Date,October 2010
Anawana Haloba,Person,Anawana Haloba
Anawana Haloba,Address,http://www.sharjahart.org/people/people-by-alphabet/h/haloba-anawana
Anawana Haloba,Date,1978
Anawana Haloba,Location,Livingstone
Anawana Haloba,Location,Oslo
Anawana Haloba,Location,Norway
Anawana Haloba,Date,2008
Anawana Haloba,Location,Amsterdam
Anawana Haloba,Location,the Netherlands
Anawana Haloba,Organization,Oslo National Academy of the Arts
Anawana Haloba,Person,Anawana Haloba
Anawana Haloba,Person,Haloba
Anawana Haloba,Location,Rauma
Anawana Haloba,Organization,Biennale
Anawana Haloba,Location,Finland
Anawana Haloba,Date,2012
Anawana Haloba,Person,Art Worlds
Anawana Haloba,Date,1989
Anawana Haloba,Organization,Museum of Contemporary Art
Anawana Haloba,Location,Germany
Anawana Haloba,Date,2011
Anawana Haloba,Location,Lisbon
Anawana Haloba,Location,Portugal
Anawana Haloba,Date,2011
Anawana Haloba,Organization,Venice Biennale
Anawana Haloba,Location,Italy
Anawana Haloba,Date,2009
Anawana Haloba,Organization,Biennale of Sydney
Anawana Haloba,Location,Australia
Anawana Haloba,Date,2008
Anawana Haloba,Organization,Manifesta 
Anawana Haloba,Location,Italy
Anawana Haloba,Date,2008
Anawana Haloba,Organization,Sharjah Biennial
Anawana Haloba,Location,UAE
Anawana Haloba,Date,2007
Andreas Gursky,Person,Andreas Gursky
Andreas Gursky,Address,http://www.sharjahart.org/people/people-by-alphabet/g/gursky-andreas
Andreas Gursky,Location,Leipzig
Andreas Gursky,Location,Düsseldorf
Andreas Gursky,Location,Germany
Andreas Gursky,Date,the early 1990s
Andreas Gursky,Person,Andreas Gursky
Andreas Gursky,Person,Andreas Gursky
Andreas Gursky,Organization,Andy Warhol Museum
Andreas Gursky,Location,Pittsburgh
Andreas Gursky,Location,USA
Andreas Gursky,Date,2013
Andreas Gursky,Organization,Metropolitan Museum of Art
Andreas Gursky,Location,New York
Andreas Gursky,Location,USA
Andreas Gursky,Date,2013
Andreas Gursky,Location,Vienna
Andreas Gursky,Location,Austria
Andreas Gursky,Date,2012
Andreas Gursky,Person,Tate Britain
Andreas Gursky,Location,London
Andreas Gursky,Location,UK
Andreas Gursky,Date,2012
Andreas Gursky,Location,Berlin
Andreas Gursky,Location,Germany
Andreas Gursky,Date,2010
Andreas Gursky,Location,Vancouver
Andreas Gursky,Person,Art Gallery
Andreas Gursky,Location,Vancouver
Andreas Gursky,Location,Canada
Andreas Gursky,Date,2009
Andreas Gursky,Organization,National Gallery of Victoria
Andreas Gursky,Location,Melbourne
Andreas Gursky,Location,Australia
Andreas Gursky,Date,2008
Andrei  Ujică,Person,Andrei  Ujică
Andrei  Ujică,Address,http://www.sharjahart.org/people/people-by-alphabet/u/ujicae-andrei
Andrei  Ujică,Person,Andrei Ujică
Andrei  Ujică,Person,Harun Farocki
Andrei  Ujică,Person,Sergei Krikalyov
Andrei  Ujică,Organization,Soviet Union
Andrei  Ujică,Person,Paul Virilio
Andrei  Ujică,Person,Svetlana Alexievich
Andrei  Ujică,Person,Ujică
Andrei  Ujică,Organization,Karlsruhe University of Arts
Andrei  Ujică,Organization,ZKM Film Institute
Andrés Denegri,Person,Andrés Denegri
Andrés Denegri,Address,http://www.sharjahart.org/people/people-by-alphabet/d/denegri-andras
Andrés Denegri,Person,Andrés Denegri
Andrés Denegri,Location,Buenos Aires
Andrés Denegri,Date,1975
Andrés Denegri,Person,del Cine
Andrés Denegri,Organization,Electronic Arts
Angela  Harutyunyan,Person,Angela  Harutyunyan
Angela  Harutyunyan,Address,http://www.sharjahart.org/people/people-by-alphabet/h/harutyunyan-angela
Angela  Harutyunyan,Person,Angela Harutyunyan
Angela  Harutyunyan,Date,Between 2009 and 2010
Angela  Harutyunyan,Person,Art Programme
Angela  Harutyunyan,Organization,
Angela  Harutyunyan,Location,Cairo
Angela  Harutyunyan,Location,Yerevan
Angela  Harutyunyan,Date,2004
Angela  Harutyunyan,Location,Ljubljana
Angela  Harutyunyan,Location,Slovenia
Angela  Harutyunyan,Date,2010
Angela  Harutyunyan,Date,2006
Angela  Harutyunyan,Person,Summer Seminars
Angela  Harutyunyan,Person,Art Curators
Angela  Harutyunyan,Location,Yerevan
Angelica Mesiti ,Person,Angelica Mesiti 
Angelica Mesiti ,Address,http://www.sharjahart.org/people/people-by-alphabet/m/mesiti-angelica
Angelica Mesiti ,Date,1976
Angelica Mesiti ,Location,Sydney
Angelica Mesiti ,Location,Sydney
Angelica Mesiti ,Location,Paris
Angelica Mesiti ,Location,France
Angelica Mesiti ,Date,2010
Angelica Mesiti ,Organization,University of New South Wales
Angelica Mesiti ,Location,Sydney
Angelica Mesiti ,Organization,University of New South Wales
Angelica Mesiti ,Person,Angelica Mesiti
Angelica Mesiti ,Person,Mesiti
Angelica Mesiti ,Location,Australia
Angelica Mesiti ,Location,India
Angelica Mesiti ,Date,2012
Angelica Mesiti ,Organization,Australian Centre
Angelica Mesiti ,Location,Melbourne
Angelica Mesiti ,Date,2012
Angelica Mesiti ,Person,MCA Collection
Angelica Mesiti ,Organization,Museum of Contemporary Art
Angelica Mesiti ,Location,Sydney
Angelica Mesiti ,Date,2012
Angelica Mesiti ,Location,São Paulo
Angelica Mesiti ,Location,Brazil
Angelica Mesiti ,Date,2011
Angelica Mesiti ,Location,London
Angelica Mesiti ,Location,Australia
Angelica Mesiti ,Location,Barbican
Angelica Mesiti ,Location,London
Angelica Mesiti ,Location,UK
Angelica Mesiti ,Date,2011
Angelica Mesiti ,Organization,Kunstmuseum Bonn
Angelica Mesiti ,Location,Germany
Angelica Mesiti ,Date,2011
